"","nace_r2","geo","time","values"
"7816","Financial and insurance activities","Luxembourg",2001-04-01,1399.1
"7817","Financial and insurance activities","Latvia",2001-04-01,94.6
"7818","Real estate activities","Switzerland",2001-04-01,5741.1
"7819","Real estate activities","Cyprus",2001-04-01,224.3
"7820","Real estate activities","Czechia",2001-04-01,1915.7
"7821","Real estate activities","Finland",2001-04-01,3413
"7822","Real estate activities","France",2001-04-01,45777.4
"7823","Real estate activities","Italy",2001-04-01,38043.6
"7824","Real estate activities","Lithuania",2001-04-01,271.4
"7825","Real estate activities","Luxembourg",2001-04-01,559.8
"7826","Real estate activities","Latvia",2001-04-01,266.6
"7827","Professional, scientific and technical activities; administrative and support service activities","Switzerland",2001-04-01,6376.1
"7828","Professional, scientific and technical activities; administrative and support service activities","Cyprus",2001-04-01,234.5
"7829","Professional, scientific and technical activities; administrative and support service activities","Czechia",2001-04-01,1297
"7830","Professional, scientific and technical activities; administrative and support service activities","Finland",2001-04-01,2230.3
"7831","Professional, scientific and technical activities; administrative and support service activities","France",2001-04-01,46291.2
"7832","Professional, scientific and technical activities; administrative and support service activities","Italy",2001-04-01,31956.9
"7833","Professional, scientific and technical activities; administrative and support service activities","Lithuania",2001-04-01,145.8
"7834","Professional, scientific and technical activities; administrative and support service activities","Luxembourg",2001-04-01,490.8
"7835","Professional, scientific and technical activities; administrative and support service activities","Latvia",2001-04-01,121
"7836","Public administration, defence, education, human health and social work activities","Switzerland",2001-04-01,13153.4
"7837","Public administration, defence, education, human health and social work activities","Cyprus",2001-04-01,580
"7838","Public administration, defence, education, human health and social work activities","Czechia",2001-04-01,3413.6
"7839","Public administration, defence, education, human health and social work activities","Finland",2001-04-01,6899.3
"7840","Public administration, defence, education, human health and social work activities","France",2001-04-01,81774.6
"7841","Public administration, defence, education, human health and social work activities","Italy",2001-04-01,55116.7
"7842","Public administration, defence, education, human health and social work activities","Lithuania",2001-04-01,582.7
"7843","Public administration, defence, education, human health and social work activities","Luxembourg",2001-04-01,890
"7844","Public administration, defence, education, human health and social work activities","Latvia",2001-04-01,424
"7845","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Switzerland",2001-04-01,1763.1
"7846","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Cyprus",2001-04-01,105.6
"7847","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Czechia",2001-04-01,582.2
"7848","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Finland",2001-04-01,935.3
"7849","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","France",2001-04-01,11109.5
"7850","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Hungary",2001-04-01,539.4
"7851","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Italy",2001-04-01,11828
"7852","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Lithuania",2001-04-01,82.9
"7853","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Luxembourg",2001-04-01,118.9
"7854","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Latvia",2001-04-01,59.7
"7855","Total - all NACE activities","Austria",2001-04-01,52067.1
"7856","Total - all NACE activities","Switzerland",2001-04-01,74498.3
"7857","Total - all NACE activities","Cyprus",2001-04-01,2828.7
"7858","Total - all NACE activities","Czechia",2001-04-01,21127.3
"7859","Total - all NACE activities","Finland",2001-04-01,33095.8
"7860","Total - all NACE activities","France",2001-04-01,374822.9
"7861","Total - all NACE activities","Hungary",2001-04-01,16426.8
"7862","Total - all NACE activities","Italy",2001-04-01,331359.9
"7863","Total - all NACE activities","Lithuania",2001-04-01,3397.3
"7864","Total - all NACE activities","Luxembourg",2001-04-01,5926.7
"7865","Total - all NACE activities","Latvia",2001-04-01,2238.4
"7866","Total - all NACE activities","Netherlands",2001-04-01,118591.1
"7867","Agriculture, forestry and fishing","Switzerland",2001-01-01,740.1
"7868","Agriculture, forestry and fishing","Cyprus",2001-01-01,106.4
"7869","Agriculture, forestry and fishing","Czechia",2001-01-01,364.5
"7870","Agriculture, forestry and fishing","Finland",2001-01-01,913.5
"7871","Agriculture, forestry and fishing","France",2001-01-01,7171.4
"7872","Agriculture, forestry and fishing","Italy",2001-01-01,2424.1
"7873","Agriculture, forestry and fishing","Lithuania",2001-01-01,133.1
"7874","Agriculture, forestry and fishing","Luxembourg",2001-01-01,43.1
"7875","Agriculture, forestry and fishing","Latvia",2001-01-01,79.5
"7876","Industry (except construction)","Switzerland",2001-01-01,16465.3
"7877","Industry (except construction)","Cyprus",2001-01-01,308.4
"7878","Industry (except construction)","Czechia",2001-01-01,5813.5
"7879","Industry (except construction)","Finland",2001-01-01,8154.8
"7880","Industry (except construction)","France",2001-01-01,63019.9
"7881","Industry (except construction)","Hungary",2001-01-01,4086.8
"7882","Industry (except construction)","Italy",2001-01-01,69417
"7883","Industry (except construction)","Lithuania",2001-01-01,799.1
"7884","Industry (except construction)","Luxembourg",2001-01-01,686.5
"7885","Industry (except construction)","Latvia",2001-01-01,387.9
"7886","Manufacturing","Switzerland",2001-01-01,14320.6
"7887","Manufacturing","Cyprus",2001-01-01,251.8
"7888","Manufacturing","Czechia",2001-01-01,4371.9
"7889","Manufacturing","Finland",2001-01-01,7270.1
"7890","Manufacturing","France",2001-01-01,51840.9
"7891","Manufacturing","Hungary",2001-01-01,3266.2
"7892","Manufacturing","Italy",2001-01-01,60505.4
"7893","Manufacturing","Lithuania",2001-01-01,596.4
"7894","Manufacturing","Luxembourg",2001-01-01,574
"7895","Manufacturing","Latvia",2001-01-01,284.4
"7896","Construction","Switzerland",2001-01-01,3437.9
"7897","Construction","Cyprus",2001-01-01,186.2
"7898","Construction","Czechia",2001-01-01,1058.3
"7899","Construction","Finland",2001-01-01,1657.4
"7900","Construction","France",2001-01-01,20188.5
"7901","Construction","Italy",2001-01-01,17093.3
"7902","Construction","Lithuania",2001-01-01,115.8
"7903","Construction","Luxembourg",2001-01-01,324.2
"7904","Construction","Latvia",2001-01-01,71.5
"7905","Wholesale and retail trade, transport, accomodation and food service activities","Switzerland",2001-01-01,14671.7
"7906","Wholesale and retail trade, transport, accomodation and food service activities","Cyprus",2001-01-01,652.1
"7907","Wholesale and retail trade, transport, accomodation and food service activities","Czechia",2001-01-01,3863.4
"7908","Wholesale and retail trade, transport, accomodation and food service activities","Finland",2001-01-01,5167.9
"7909","Wholesale and retail trade, transport, accomodation and food service activities","France",2001-01-01,69164.4
"7910","Wholesale and retail trade, transport, accomodation and food service activities","Italy",2001-01-01,64545.2
"7911","Wholesale and retail trade, transport, accomodation and food service activities","Lithuania",2001-01-01,901.3
"7912","Wholesale and retail trade, transport, accomodation and food service activities","Luxembourg",2001-01-01,1036.1
"7913","Wholesale and retail trade, transport, accomodation and food service activities","Latvia",2001-01-01,513.4
"7914","Information and communication","Switzerland",2001-01-01,3244.9
"7915","Information and communication","Cyprus",2001-01-01,71.3
"7916","Information and communication","Czechia",2001-01-01,814.4
"7917","Information and communication","Finland",2001-01-01,1447.7
"7918","Information and communication","France",2001-01-01,16598.6
"7919","Information and communication","Italy",2001-01-01,12330.4
"7920","Information and communication","Lithuania",2001-01-01,157
"7921","Information and communication","Luxembourg",2001-01-01,329
"7922","Information and communication","Latvia",2001-01-01,112.8
"7923","Financial and insurance activities","Switzerland",2001-01-01,8182.4
"7924","Financial and insurance activities","Cyprus",2001-01-01,182
"7925","Financial and insurance activities","Czechia",2001-01-01,1024.3
"7926","Financial and insurance activities","Finland",2001-01-01,961
"7927","Financial and insurance activities","France",2001-01-01,13428.7
"7928","Financial and insurance activities","Italy",2001-01-01,15665.3
"7929","Financial and insurance activities","Lithuania",2001-01-01,88.6
"7930","Financial and insurance activities","Luxembourg",2001-01-01,1453.7
"7931","Financial and insurance activities","Latvia",2001-01-01,72.3
"7932","Real estate activities","Switzerland",2001-01-01,5671.6
"7933","Real estate activities","Cyprus",2001-01-01,223
"7934","Real estate activities","Czechia",2001-01-01,1796.6
"7935","Real estate activities","Finland",2001-01-01,3397.7
